brand,model,price,productionYear,mileage,imageUrl,insuranceHistory,inspectionHistory,region,contactNumber,isFraud
bmw,x6,98003098,2024,2361,https://example.com/cars/bc0ac4cf-0810-4713-afdb-1c36dc1261ab.jpg,3,3,Gwangju,010-2570-6877,0
hyundai,santafe,69998796,2020,23711,https://example.com/cars/22c0f790-25ff-4d73-9bd6-8e482d3219c4.jpg,1,0,Incheon,010-1084-7214,1
audi,a8,77366933,2022,8471,https://example.com/cars/5f56b700-6caa-4578-bb47-de1e8caf0c90.jpg,2,3,Daejeon,010-7061-3302,0
kia,carnival,16819746,2021,14429,https://example.com/cars/284b4a16-1446-49f7-bc25-9dcbf9de5d8e.jpg,3,4,Sejong,010-3449-2095,1
audi,a8,40853438,2024,2347,https://example.com/cars/c0b0482e-bc2d-493f-85d6-c43b9df64f16.jpg,0,0,Seoul,010-8467-9305,1
kia,sorento,59765806,2020,19454,https://example.com/cars/a426ae2d-e6e1-4959-98dc-febdd18f2b52.jpg,1,5,Daegu,010-9244-7247,1
genesis,g90,77231749,2023,5507,https://example.com/cars/fe35b8e4-43da-4e87-a986-4ff01aeaa557.jpg,2,1,Gyeonggi,010-7336-8210,0
benz,amg gt,65966467,2019,55566,https://example.com/cars/d88929a7-0c60-4f6e-9a31-def3223ce74f.jpg,3,4,Daegu,010-7375-4852,1
hyundai,santafe,36361898,2021,27647,https://example.com/cars/0ed7f056-0aef-4404-b8d8-54b46609e0e5.jpg,0,2,Ulsan,010-3561-4717,0
genesis,gv70,62395235,2022,11831,,6,5,Ulsan,010-9055-5569,1
kia,k5,28234629,2021,17875,https://example.com/cars/592575e5-a9e9-42bf-9894-0c91e0638cc5.jpg,0,5,Ulsan,010-6530-8891,0
hyundai,santafe,43205154,2018,37075,https://example.com/cars/fbd59e7a-72cb-44e1-895e-3dbaea8811ee.jpg,1,0,Daegu,010-7982-4547,0
kia,sorento,37320191,2019,38813,https://example.com/cars/c6dec0ca-28fd-47f1-8c5c-bfd931f69161.jpg,0,0,Ulsan,010-1163-2938,0
benz,amg gt,142389686,2018,19530,https://example.com/cars/33793310-f851-4490-9aca-82f3fccf7919.jpg,1,2,Incheon,010-9723-4974,0
kia,carnival,38779238,2020,35348,https://example.com/cars/ea65e201-84b6-44c2-8774-ff19656569f5.jpg,0,1,Ulsan,010-4656-8384,0
genesis,g90,72835813,2018,33266,https://example.com/cars/5be3993d-fd16-4ec3-a5e3-a2c390ec806d.jpg,2,4,Daejeon,010-3735-8488,0
genesis,g90,111372097,2019,48269,https://example.com/cars/b045a716-e02f-461d-ad01-820f95eb6c4b.jpg,8,0,Sejong,010-2839-5882,1
benz,s-class,105137578,2018,36011,https://example.com/cars/f79f54f1-9870-49db-a6de-dc194862e3ed.jpg,0,3,Gwangju,010-8163-4419,0
bmw,7series,61105088,2021,19116,https://example.com/cars/92c3ce7a-8fe0-41ae-babf-5be5742dc070.jpg,8,5,Ulsan,010-7656-4005,1
audi,a5,25664152,2023,12220,https://example.com/cars/561688a6-6b08-4915-ac63-aad77853ac6a.jpg,2,5,Incheon,010-1029-5487,0
hyundai,grandeur,51776260,2020,49650,https://example.com/cars/6d1880ef-eba3-4b29-ae6e-5e1a62277103.jpg,2,2,Incheon,010-8970-2159,1
benz,s-class,88021928,2020,18319,https://example.com/cars/fe959373-2f78-4a08-a382-46a9a11631ae.jpg,1,5,Incheon,010-4216-1815,0
genesis,gv70,50192735,2024,1922,https://example.com/cars/fb32694a-78b3-45f6-a0d7-922409203636.jpg,0,5,Seoul,010-8018-6264,0
audi,a5,59503860,2022,10672,https://example.com/cars/0d051f92-44b1-40b3-ba3a-298e6224dfda.jpg,3,2,Gwangju,010-6288-7170,1
hyundai,grandeur,21689128,2020,16053,https://example.com/cars/c604812d-657d-4d3c-8843-e98c7a583971.jpg,0,0,Gyeonggi,010-2682-1255,0
benz,amg gt,118690023,2020,25906,https://example.com/cars/10fc6d76-a26c-49c2-9519-0ad1cb5cf2c0.jpg,0,0,Gwangju,010-4292-4237,0
benz,s-class,103372723,2019,5007,,3,1,Busan,010-5477-1391,1
hyundai,sonata,27462648,2019,38671,https://example.com/cars/e830b2be-6408-470e-8271-6596e4a69110.jpg,8,0,Gyeonggi,010-7866-9484,1
audi,a8,51744724,2022,12836,https://example.com/cars/d8ab1b29-e715-44ad-b735-07f1accc7777.jpg,3,5,Daegu,010-7652-6037,0
kia,k5,28220872,2020,17642,https://example.com/cars/c0053dce-93d5-4a40-8dde-6f2e2b180b60.jpg,0,3,Daejeon,010-3561-5556,0
hyundai,sonata,22934582,2022,10351,https://example.com/cars/0ad647d0-bcde-4345-9f42-439d2b890f47.jpg,0,2,Daejeon,010-7198-5736,0
hyundai,avante,37385304,2023,962,,2,1,Busan,010-3069-5941,1
benz,amg gt,122317011,2019,37914,,7,1,Daejeon,010-9596-8719,1
hyundai,santafe,31906324,2024,20,https://example.com/cars/aefb1458-d675-498e-b4cf-fbbb7e57bbaa.jpg,0,4,Daegu,010-2887-2695,0
kia,carnival,16040027,2022,14877,https://example.com/cars/cbe4f0b9-301d-48d6-b5cd-3c3b5b16bb18.jpg,0,5,Gyeonggi,010-2822-1040,1
genesis,g90,79167213,2022,19032,https://example.com/cars/afd7dd37-9653-4095-be1b-16a984ce2911.jpg,0,1,Sejong,010-7955-4299,0
audi,a8,46800803,2018,26918,https://example.com/cars/549821a7-a2c3-4a17-a6a6-751de8766075.jpg,9,1,Daejeon,010-8244-9478,1
audi,a8,74052681,2019,63016,https://example.com/cars/5c0326d4-9ae3-458e-b300-5aeb249d06bd.jpg,3,2,Gwangju,010-4703-3383,0
hyundai,santafe,87945100,2022,14026,https://example.com/cars/1a988e9f-833e-4547-82e9-aae1db4d565c.jpg,2,3,Gwangju,010-7511-5117,1
bmw,7series,71611536,2019,52931,https://example.com/cars/76ec1caf-d700-4488-a557-0626c06f926e.jpg,0,4,Gwangju,010-8967-8255,0
genesis,gv70,50321992,2022,7965,https://example.com/cars/a10b1009-537e-4172-9c65-a3b9ec7ce497.jpg,3,3,Ulsan,010-1924-2426,0
kia,k5,22781516,2020,50479,https://example.com/cars/49c7517f-90c8-47ed-80e5-244903952922.jpg,1,2,Busan,010-9285-2822,0
benz,s-class,92042616,2018,58578,https://example.com/cars/effe7061-da10-41d6-bd0e-81045ceb5d30.jpg,3,3,Gyeonggi,010-4240-2148,0
hyundai,grandeur,44450212,2022,20490,https://example.com/cars/412468a5-5dd6-4fed-8bf0-193eba2bbced.jpg,2,3,Busan,010-7952-9435,1
kia,k5,12538334,2023,11737,,0,5,Daejeon,010-7351-6319,1
benz,s-class,202917470,2023,4947,https://example.com/cars/280359df-9164-47d9-9217-2fcb349697f3.jpg,3,4,Busan,010-9959-3448,1
genesis,g90,102921807,2022,9649,https://example.com/cars/04c6db0b-9977-425d-a814-03d0582e3d35.jpg,2,0,Seoul,010-1455-3271,0
bmw,x6,73616277,2023,12490,https://example.com/cars/304d63b5-cc9e-49bc-889e-9135e4b57c53.jpg,3,3,Seoul,010-3289-3193,0
genesis,gv70,57929884,2023,3295,https://example.com/cars/7ebf28d2-a951-4037-908b-7a0bdd128c59.jpg,3,1,Sejong,010-6984-3674,0
benz,s-class,107735301,2021,30793,https://example.com/cars/c04f77ea-c3bd-4d5e-bbbb-6728f6bdcb10.jpg,0,3,Daegu,010-9448-8394,0
kia,k5,15521381,2022,8621,https://example.com/cars/2235d8b5-36ec-4cb7-92b8-f7ed32b83750.jpg,2,4,Busan,010-8570-8218,0
genesis,g90,106900217,2023,7869,https://example.com/cars/b376fa6c-f08f-467b-a014-6ffffa0e7fe3.jpg,3,3,Sejong,010-9158-5519,0
hyundai,avante,7700566,2018,20357,https://example.com/cars/339d9d0d-a253-45b2-b875-56f3a03f609f.jpg,2,0,Gyeonggi,010-4025-7174,1
hyundai,grandeur,29528959,2021,27592,https://example.com/cars/a5e04706-7d2b-4c35-8e95-1bb28f904121.jpg,1,4,Daegu,010-9341-3188,0
audi,a8,143570222,2020,33086,https://example.com/cars/091eb619-402e-4d07-926c-e5725d6162e6.jpg,1,0,Gwangju,010-5907-5748,1
hyundai,avante,18690878,2022,16882,https://example.com/cars/d5bd76f7-e4ea-4301-a1a1-5a39de75da2b.jpg,2,0,Ulsan,010-4395-8700,0
genesis,g90,94898309,2019,17876,https://example.com/cars/973df4e5-34d8-4176-8725-5f5d345eb1d7.jpg,0,1,Gwangju,010-6358-5496,0
benz,s-class,122301436,2020,28266,https://example.com/cars/76c2723f-9e22-43bf-a302-63fcdd893f8e.jpg,2,1,Gyeonggi,010-8772-9050,0
benz,s-class,136617172,2022,13254,https://example.com/cars/265726e6-1860-4a6e-a70a-0295e7b4a041.jpg,1,2,Busan,010-9708-7731,0
hyundai,avante,22074847,2023,1823,https://example.com/cars/916905ae-a9cd-46cf-a217-2d70a3132faf.jpg,0,3,Gwangju,010-5156-9326,0
genesis,g90,44357435,2018,37403,https://example.com/cars/d1ce2795-af04-47fd-9c62-8e3baf77bfd5.jpg,0,5,Incheon,010-9010-4146,1
hyundai,santafe,34168058,2024,5057,https://example.com/cars/b530bc30-2706-4232-a19d-12a16b8dc4b6.jpg,3,1,Daegu,010-7785-2160,0
hyundai,grandeur,58407584,2018,25762,https://example.com/cars/5e2516fd-d19f-4ad0-9a28-a1b658d81dd4.jpg,1,3,Daegu,010-3607-7354,1
genesis,g90,197210156,2020,15669,,2,5,Gyeonggi,010-7672-9808,1
kia,sorento,32150132,2021,13906,https://example.com/cars/d913ca37-331c-48a6-bae5-2855880bd5d1.jpg,3,1,Gyeonggi,010-1985-1803,0
genesis,gv70,61497604,2021,12155,https://example.com/cars/b6c92da8-b4bd-46fe-803f-8aae652e8e10.jpg,7,4,Daegu,010-8882-4764,1
audi,a5,26241684,2023,2005,,0,3,Busan,010-7081-6430,1
benz,amg gt,197936412,2024,0,,3,5,Busan,010-4649-7672,1
bmw,x6,57790356,2023,7562,https://example.com/cars/bee8d3bd-f7f3-4baa-9f67-375225f4463f.jpg,3,1,Daegu,010-8118-8348,1
genesis,gv70,99361930,2020,15413,https://example.com/cars/fba4391e-8660-4096-b0a4-86d99c6ab653.jpg,0,2,Incheon,010-1792-4655,1
benz,s-class,70063145,2020,31310,,3,0,Seoul,010-4730-6246,1
kia,sorento,30432952,2019,54139,https://example.com/cars/f247cb2d-7a6d-492f-abd3-5ac596613ef7.jpg,0,0,Incheon,010-4641-7648,0
bmw,7series,65287929,2022,19551,,1,1,Incheon,010-8233-5687,0
benz,s-class,82486270,2023,9679,https://example.com/cars/c879a42b-050a-44a1-ba28-c3d9cd3da42c.jpg,3,1,Daejeon,010-3287-7612,0
hyundai,grandeur,53241050,2021,25575,https://example.com/cars/a70013b0-b556-4a30-b919-75c735a163ad.jpg,1,1,Ulsan,010-7406-3658,1
kia,k5,17696318,2022,5793,https://example.com/cars/1f937c2f-2995-4c1c-aeac-590e399d0702.jpg,9,5,Seoul,010-5509-9699,1
hyundai,avante,15583156,2021,16540,https://example.com/cars/a7302f06-753d-425a-9e12-cabfb899a4b4.jpg,0,5,Sejong,010-9402-2492,0
hyundai,grandeur,18054179,2019,24061,https://example.com/cars/b81539a7-f386-4e45-81ea-0af15dcb98ef.jpg,1,2,Ulsan,010-8808-6588,0
genesis,g90,47733639,2020,11215,https://example.com/cars/b9368a94-d471-45dd-a512-bafb394b471c.jpg,0,2,Busan,010-8649-4856,1
hyundai,avante,26066930,2018,67922,,0,1,Sejong,010-6032-9307,0
hyundai,avante,27687800,2021,7284,,1,5,Seoul,010-7387-1508,1
hyundai,grandeur,24576489,2019,12889,,8,1,Gyeonggi,010-6662-7936,1
benz,s-class,122446536,2024,4811,,7,0,Busan,010-9969-9541,1
hyundai,grandeur,28777450,2024,0,https://example.com/cars/0a44704e-6e08-4b9f-99df-72ee1a80ef29.jpg,3,4,Busan,010-3808-8611,0
genesis,g90,70959537,2023,16691,https://example.com/cars/aa6a02c0-d0cc-4ce2-9a75-67506e7fd7f0.jpg,0,2,Gwangju,010-3583-1499,0
hyundai,avante,15501937,2018,8721,https://example.com/cars/8e775639-cb38-4f5b-8da8-e1c4966da9fd.jpg,1,2,Ulsan,010-8747-9419,1
audi,a5,35697012,2018,58810,https://example.com/cars/de0eaa90-ef47-4231-b7cc-ea56f7f4a43c.jpg,3,2,Daegu,010-5141-5551,0
hyundai,sonata,16977542,2021,28313,https://example.com/cars/7a35c1a3-004f-47b3-9634-d4ab3355cde5.jpg,7,0,Daejeon,010-1283-7340,1
hyundai,sonata,27113298,2022,11134,https://example.com/cars/875f9215-c616-426e-ba24-178cbbc60e9a.jpg,2,1,Daejeon,010-6054-9522,0
audi,a5,25240680,2021,21568,https://example.com/cars/f1436e5c-165a-4968-b841-c20aa0fe26ca.jpg,0,0,Seoul,010-4606-5422,0
hyundai,avante,37817834,2019,45992,,2,3,Gyeonggi,010-6243-7131,1
kia,k5,26454293,2023,10663,https://example.com/cars/d73f3c75-7e86-4896-8732-76f4fd701e5d.jpg,3,2,Ulsan,010-3247-1738,0
hyundai,avante,11633923,2024,0,https://example.com/cars/e14452dd-403b-4b07-b719-42db35b6a5fe.jpg,2,5,Incheon,010-9498-9308,1
hyundai,avante,27633925,2019,19812,https://example.com/cars/04a99247-723c-4bff-87ad-b48a37e844fc.jpg,9,3,Daegu,010-5747-1909,1
benz,s-class,124189668,2022,12975,https://example.com/cars/16dbafdc-19d1-479f-9423-fe657a78f905.jpg,3,0,Daegu,010-1720-4396,0
benz,amg gt,189173324,2021,23118,https://example.com/cars/8a454f5a-7381-4435-b4fe-7d0007e158b2.jpg,1,5,Gwangju,010-2725-5438,1
hyundai,grandeur,19300046,2020,31036,https://example.com/cars/1e84a1a2-595d-486b-bf75-00b909d98048.jpg,1,1,Daejeon,010-3235-7009,0
audi,a5,32536728,2021,38444,https://example.com/cars/be64c0bb-9fa8-499e-b0df-7b8b3df98a43.jpg,2,0,Seoul,010-1612-2109,0
hyundai,santafe,39323923,2018,26072,https://example.com/cars/12138ffd-23f0-48ed-a408-6afddda8bf66.jpg,1,5,Sejong,010-2459-2894,0
kia,sorento,24087817,2018,22836,https://example.com/cars/6c922abc-b777-4223-9251-76102399ce50.jpg,3,4,Gyeonggi,010-3632-5862,0
hyundai,santafe,38221572,2019,15303,https://example.com/cars/732516b5-d975-4e5d-902d-54c41fb4fc2a.jpg,1,3,Busan,010-4185-7058,0
kia,k5,33739572,2020,43441,https://example.com/cars/2e0610e6-a031-45d9-9eeb-a4156ef83f07.jpg,2,4,Ulsan,010-3421-7177,1
hyundai,santafe,28991919,2023,7498,https://example.com/cars/2c194d98-c78b-4c12-ad5f-207a2cca1280.jpg,2,3,Seoul,010-1096-4740,0
hyundai,grandeur,29624434,2019,20611,,3,1,Daejeon,010-8860-1564,0
genesis,g90,56859972,2023,14651,https://example.com/cars/d7a093d3-c2ff-4193-b168-6547c37dadb1.jpg,0,1,Busan,010-9645-4288,1
hyundai,avante,19975598,2022,5096,https://example.com/cars/c1b98476-da19-4218-83e3-4dacb0bfe5d0.jpg,3,1,Gwangju,010-3986-2187,0
audi,a5,24813156,2020,42625,https://example.com/cars/e66fa7f4-beab-4572-98ef-10e0a8741b68.jpg,0,5,Sejong,010-3495-3189,0
kia,carnival,30602565,2022,7315,https://example.com/cars/ca5519ab-5661-4194-a821-f2055b4872bd.jpg,1,2,Busan,010-8580-9452,0
hyundai,avante,19453681,2024,3569,https://example.com/cars/edb76a22-4a0c-40a2-a16d-e9eaa97710fb.jpg,2,1,Incheon,010-5933-6884,0
bmw,7series,58834299,2024,4526,https://example.com/cars/e4a8dc52-6ca1-4fa9-b863-9056d9e49749.jpg,1,4,Sejong,010-5003-4107,0
genesis,g90,106134951,2020,22145,https://example.com/cars/318f73bc-6fce-47df-9e36-497f48eb5781.jpg,1,4,Sejong,010-7691-1247,0
bmw,x6,184054888,2023,7961,https://example.com/cars/636e722e-c573-40ec-b2a5-bd4aacad0df0.jpg,0,1,Daegu,010-3265-6270,1
benz,amg gt,127126005,2020,7746,https://example.com/cars/4ffde376-17c1-43f7-b8ed-3992f030ac2d.jpg,2,4,Daejeon,010-3270-7611,1
bmw,7series,50807519,2019,44140,,2,0,Daegu,010-5524-5907,0
hyundai,avante,27411598,2022,18652,https://example.com/cars/b3ba8369-ff90-4fc3-ab88-a5afa2d737a2.jpg,1,4,Daejeon,010-3741-2001,0
hyundai,sonata,22575761,2023,0,https://example.com/cars/6a72b6c3-2807-4c5c-8782-252350a63549.jpg,1,3,Gwangju,010-7336-8332,0
audi,a8,58608945,2022,17369,,1,4,Daegu,010-9681-3761,0
hyundai,santafe,29711422,2018,48157,https://example.com/cars/315ba2fe-20d9-43d9-b5c4-267f1c974dfd.jpg,0,4,Busan,010-7331-6894,0
bmw,7series,73287862,2023,8539,https://example.com/cars/1cc06f9c-0a7e-4c7f-bbb5-8577006a8bda.jpg,1,3,Ulsan,010-1234-6591,0
benz,s-class,103983580,2021,38151,https://example.com/cars/4c46b0fe-165d-4578-82db-e11f23e91dbc.jpg,7,3,Incheon,010-6358-7580,1
hyundai,santafe,35155211,2018,19378,https://example.com/cars/5469baf7-7f01-45fa-92e8-300ec7aa547c.jpg,9,5,Daegu,010-8411-9643,1
benz,s-class,79578168,2020,21631,https://example.com/cars/611c2d43-6e9f-40dd-840d-7be41e17d9b0.jpg,2,0,Gwangju,010-2773-7365,0
benz,s-class,127054081,2018,56828,https://example.com/cars/e8bc4187-a23b-4e17-8091-98e0904438e5.jpg,0,2,Ulsan,010-6650-2234,0
kia,carnival,39594695,2023,3387,https://example.com/cars/e09d24fa-a7bb-49bc-8624-67b99da5a2a6.jpg,2,5,Ulsan,010-7742-4349,1
genesis,g90,65465089,2024,0,,2,3,Incheon,010-1347-3433,0
benz,s-class,128978998,2018,62382,https://example.com/cars/0c953174-fcb1-42d4-b342-13fd462cab84.jpg,3,3,Sejong,010-9511-4160,0
audi,a8,47549244,2018,23397,,3,3,Daejeon,010-8872-1374,0
benz,amg gt,95267102,2022,8855,,0,5,Daejeon,010-1956-8341,0
benz,amg gt,93454915,2022,780,,2,4,Gyeonggi,010-4688-1353,1
benz,amg gt,134622525,2018,14995,https://example.com/cars/4f569296-e1e1-4363-a94a-d27e33b3f834.jpg,3,0,Seoul,010-5294-2389,0
hyundai,santafe,33713904,2019,52466,,1,5,Daegu,010-4148-7415,0
hyundai,grandeur,28346979,2022,11281,https://example.com/cars/fb65c60a-70ac-4094-a6b5-198b2cd14360.jpg,1,4,Gwangju,010-1352-4958,0
kia,k5,22792843,2023,6741,https://example.com/cars/78591e79-714c-46df-99fd-9c9c46f0fa35.jpg,0,0,Ulsan,010-2270-9301,0
bmw,x6,93894067,2018,50609,https://example.com/cars/037f2ac2-2e4e-487e-ac71-55467b17bd44.jpg,2,0,Incheon,010-5040-4024,0
hyundai,avante,21568500,2019,60169,https://example.com/cars/7c015f36-a4cc-473a-9661-2d536a231665.jpg,2,3,Sejong,010-5973-8040,0
hyundai,avante,10713924,2022,20375,,1,5,Gwangju,010-5975-5757,1
audi,a8,55422605,2021,17614,https://example.com/cars/e10c4331-7b8b-47ee-88fb-3f691146d85d.jpg,1,4,Busan,010-8977-9204,0
hyundai,sonata,17591010,2022,16884,https://example.com/cars/d0fa1c46-d237-4a0a-8bfd-0c6466ec772b.jpg,8,3,Daejeon,010-5860-6595,1
benz,s-class,92604420,2018,29247,https://example.com/cars/460b2d38-4064-4f1b-81dd-88c4a31747eb.jpg,3,2,Gyeonggi,010-3022-3477,0
genesis,g90,96651713,2021,25727,https://example.com/cars/01fbfb09-42e4-42f5-8cd9-40742c905984.jpg,2,5,Gwangju,010-6078-7922,0
genesis,g90,70332451,2018,46571,https://example.com/cars/8783f2ee-b28a-4788-8259-a55fe7e52129.jpg,0,1,Daejeon,010-9527-2441,0
hyundai,avante,13683031,2020,19783,,0,2,Incheon,010-6802-6749,1
bmw,x6,117312413,2018,26433,https://example.com/cars/2e781c6b-573e-474d-b04c-4bb6afd09ec7.jpg,2,5,Gwangju,010-4974-2157,0
hyundai,grandeur,27779658,2022,2732,https://example.com/cars/7d3fc791-1632-490a-9c95-884c99e88916.jpg,7,4,Ulsan,010-2131-7449,1
hyundai,grandeur,27657339,2024,985,,1,0,Gyeonggi,010-7326-5917,1
kia,carnival,30664627,2019,21205,https://example.com/cars/7a1e0b59-6296-4076-af91-26fdf286098e.jpg,3,3,Sejong,010-8616-9491,0
bmw,x6,70130278,2021,14072,https://example.com/cars/e56aa323-aac3-4711-8b10-aa16b25136de.jpg,1,3,Ulsan,010-6915-9254,0
benz,s-class,92764386,2021,32047,https://example.com/cars/1af80711-7467-40fa-b81d-3cadc9e0e057.jpg,3,1,Sejong,010-8700-5882,0
hyundai,grandeur,31445571,2022,23881,https://example.com/cars/d4ee3ce8-8a10-4954-9323-7d3da3566668.jpg,5,5,Seoul,010-9407-3633,1
hyundai,grandeur,28613147,2024,0,,6,3,Sejong,010-8069-1556,1
hyundai,grandeur,29011328,2021,9758,https://example.com/cars/c688c5e8-26b7-486c-8452-2d4dda0d5a90.jpg,1,5,Busan,010-8971-6417,0
kia,sorento,34208605,2019,62686,https://example.com/cars/46f64df8-8a4e-47ed-9425-274d475f9d7a.jpg,0,0,Sejong,010-1671-7639,0
genesis,g90,68092339,2024,0,https://example.com/cars/52ffe628-9000-4e4b-bada-3e889656894a.jpg,3,1,Incheon,010-2556-1670,0
hyundai,sonata,16693947,2024,0,,5,2,Seoul,010-8347-2080,1
kia,k5,22080041,2021,34104,,3,3,Ulsan,010-4376-5789,0
bmw,7series,107062746,2018,60921,https://example.com/cars/fd6dc09d-a16a-4431-ae9c-82294ce07116.jpg,0,2,Seoul,010-1447-1581,1
hyundai,avante,24659369,2024,0,,2,2,Sejong,010-5960-4146,0
hyundai,santafe,25578778,2021,7269,https://example.com/cars/d0cbfadc-012f-41ac-84e8-b50ab4af522c.jpg,3,4,Daegu,010-1940-6927,0
genesis,gv70,41275773,2022,4305,https://example.com/cars/e9470e4d-62d1-46e8-aacd-88db8272795c.jpg,1,3,Daejeon,010-8980-3199,1
audi,a5,31678927,2018,6710,https://example.com/cars/1faa2c1a-f7ff-4f0f-bcf5-9ef6dd219b2e.jpg,3,3,Sejong,010-6685-3839,1
bmw,7series,46357115,2021,24624,https://example.com/cars/fa6b7eed-0ba1-455b-bf46-e894c75a39a6.jpg,1,5,Incheon,010-3209-7818,0
hyundai,santafe,36362591,2018,25201,https://example.com/cars/61b01087-86c4-46ee-9cff-6d899d014277.jpg,3,5,Incheon,010-7902-4632,0
bmw,7series,77214560,2021,2239,https://example.com/cars/21d7f6a2-7f55-41a2-8a7d-92203cc45f46.jpg,3,5,Busan,010-8523-4148,1
audi,a8,165847256,2022,7582,https://example.com/cars/995625ad-9943-49c0-a7b0-f1ce8e4bf040.jpg,0,4,Seoul,010-3873-2389,1
bmw,7series,49110826,2024,595,https://example.com/cars/9b8c1dc2-3a52-4b72-944e-f0115d0320ae.jpg,3,4,Daejeon,010-9460-1747,0
hyundai,sonata,52945064,2021,33758,,2,5,Daegu,010-8906-4517,1
genesis,g90,84261930,2020,21130,https://example.com/cars/0e94d8d1-890f-4b59-bd1a-56f97d64d5b4.jpg,2,0,Daegu,010-9281-6369,0
kia,sorento,38926646,2022,16134,https://example.com/cars/d144e4df-7649-495e-ac71-9f3a8dff2d78.jpg,2,3,Sejong,010-1360-5826,0
benz,s-class,118966542,2019,52068,https://example.com/cars/d7db24ea-4e12-4ed9-8a3e-9261aff6bf7f.jpg,3,4,Daegu,010-2573-6381,0
benz,amg gt,85345825,2024,4084,https://example.com/cars/cba3d897-3715-4dc0-aafd-a56b8ccf3c7e.jpg,2,2,Gwangju,010-6890-8454,0
audi,a5,24727945,2021,16977,https://example.com/cars/7f43b917-3316-4506-b2c6-2bcf86187429.jpg,1,5,Gwangju,010-9170-5809,0
audi,a5,34997495,2018,46128,https://example.com/cars/c737149d-f516-4e35-ba00-8809fdae71b8.jpg,2,4,Seoul,010-8877-4879,0
benz,amg gt,111093553,2021,12363,https://example.com/cars/4afa31be-fdc0-4830-9657-56d73928bf3c.jpg,3,0,Busan,010-4484-5940,0
kia,k5,18974941,2024,67,https://example.com/cars/443af18b-cbeb-459f-a4d1-520f950146e6.jpg,5,0,Gwangju,010-5108-2512,1
audi,a5,21891821,2021,32959,https://example.com/cars/916b99ba-1e65-4dda-a2ea-a57afbee116d.jpg,2,5,Sejong,010-2501-3472,0
genesis,g90,110841473,2022,11513,https://example.com/cars/9e3c9832-155c-4b7f-ae62-f4c349591d30.jpg,5,2,Sejong,010-7457-7209,1
benz,amg gt,139570933,2023,10174,https://example.com/cars/8eddbe9b-3282-4e6a-a745-6001ff3adc14.jpg,1,3,Gwangju,010-1570-8906,0
kia,sorento,43307526,2021,16825,https://example.com/cars/4a64660a-6e79-4574-b88c-02f3c7a402b5.jpg,2,3,Gyeonggi,010-3437-7887,0
benz,s-class,38892451,2022,8742,,3,3,Seoul,010-1290-9604,1
hyundai,santafe,15660273,2024,0,https://example.com/cars/d3712c94-ae93-4507-bef8-1fe50a9f41b0.jpg,1,5,Busan,010-3245-2807,1
kia,sorento,75763558,2019,58534,https://example.com/cars/54fe38be-4646-4883-b534-e7cb9c12de07.jpg,3,2,Seoul,010-7693-1865,1
kia,carnival,37936924,2018,46570,https://example.com/cars/119329be-6eb5-47d4-8e7d-aa3b857de8f9.jpg,3,3,Daejeon,010-1144-4730,0
hyundai,santafe,44826928,2018,40244,https://example.com/cars/5ef51d2a-c2e8-43a5-86f2-53301a403eee.jpg,5,5,Busan,010-1738-2608,1
hyundai,sonata,23771637,2019,14928,https://example.com/cars/c659495c-effd-495d-8b47-a4a4ac4a119c.jpg,0,2,Ulsan,010-9053-2029,0
hyundai,sonata,15121814,2022,21516,https://example.com/cars/1a05835b-b1c0-47c8-a70f-0cbd6944fce7.jpg,2,4,Sejong,010-5428-8020,0
hyundai,avante,7964764,2023,11030,https://example.com/cars/4be7351e-1351-4132-acbe-33ee9057bed8.jpg,2,1,Incheon,010-4647-1094,1
kia,k5,45313464,2022,16318,https://example.com/cars/b4641e58-ec55-45f5-9218-5abcfd8548a3.jpg,3,1,Seoul,010-8411-1974,1
benz,s-class,126373869,2023,8872,https://example.com/cars/fe9ef6f5-5d5e-4571-893f-ad3ed2676d28.jpg,3,1,Daejeon,010-5715-7524,0
hyundai,santafe,31335318,2021,6828,,0,1,Sejong,010-8051-4551,1
genesis,gv70,85482800,2024,0,,2,5,Incheon,010-6762-9534,1
hyundai,sonata,13983394,2019,19351,https://example.com/cars/57111d04-4aec-466f-ac81-e621e2e5f20b.jpg,1,1,Ulsan,010-9230-6591,1
kia,carnival,28224418,2018,23042,https://example.com/cars/9e3200c3-36bd-48f8-af95-f8bf658202c8.jpg,9,0,Daejeon,010-5692-5648,1
bmw,x6,84818663,2023,2106,https://example.com/cars/ae23ab7d-279d-466e-885c-d291aef3ac0e.jpg,0,5,Seoul,010-9041-3155,1
bmw,7series,60776964,2018,8495,,2,0,Sejong,010-4175-7281,1
genesis,g90,137162552,2023,14839,,1,4,Sejong,010-2675-9804,1
hyundai,sonata,25256443,2020,7241,https://example.com/cars/39806cd4-94d9-48f5-9698-b73233abda46.jpg,1,5,Gyeonggi,010-8037-9973,1
kia,carnival,94195654,2020,31360,,2,4,Gyeonggi,010-2784-9201,1
hyundai,grandeur,21327885,2018,8807,https://example.com/cars/365c23fc-6c71-4708-845b-52064c07e1a5.jpg,2,1,Busan,010-2167-4236,1
benz,s-class,138565136,2019,37866,https://example.com/cars/34f16c52-7500-4f78-b81d-de507c5e09f1.jpg,5,2,Busan,010-2045-6874,1
